paraula,dificultat
passat,1
demacrat,3
demagog,3
demagògia,2
demagògic,3
demanadissa,3
demanaire,3
demanar,1
demanar,1
demanar,1
demanda,2
demandant,2
demandar,2
demandat,2
demarcació,2
demarcar,3
demarcador,3
demarcatiu,3
dematí,2
demble,3
estar,1
estar,1
demència,2
demencial,3
dement,3
demèrit,3
demés,2
demiürg,3
demiúrgic,3
democràcia,1
demòcrata,2
democràtic,2
democratitzar,3
democratització,2
demògraf,3
demografia,2
demogràfic,2
demolir,3
demolició,2
demolidor,3
demoníac,3
demonitzar,3
demora,2
demorar,3
demostració,2
demostrar,2
demostrable,3
indemostrable,3
dempeus,2
dena,3
dendrita,3
dendrític,3
dendrologia,3
denegar,2
denegació,2
denegatori,3
denier,3
denigrar,3
denigració,3
denigrador,3
denigrant,3
denominació,2
denominació,2
denominador,2
denominar,2
denominatiu,3
denotació,3
denotar,3
denotatiu,3
dens,2
densament,3
densificar,3
densificació,3
densímetre,3
densitat,2
densitat,2
dent,2
dent,2
dent,2
dent,2
dent,2
dent,2
dent,2
dent,2
dent,2
entre,1
dentari,3
dentada,3
dentadura,3
dentar,3
dentegada,3
dentell,3
denteta,3
fer,1
dentició,3
denticle,3
denticulat,3
dentina,3
dentista,2
déntol,3
denudació,3
denudar,3
denúncia,2
denunciant,2
denunciar,2
denunciador,3
deònim,3
deontologia,3
deontològic,3
departament,1
departamental,3
departir,3
departiment,3
depassar,3
depauperar,3
depauperació,3
dependència,2
dependre,2
dependent,2
depilar,3
depilació,3
depilatori,3
deplorar,3
deplorable,2
deploració,3
deport,3
deportar,3
deportació,2
deposar,3
deposar,3
deposar,3
deposició,3
depòsit,3
depositant,3
depositar,3
depositari,3
depravar,3
depravació,3
depravat,3
deprecació,3
deprecatiu,3
deprecatori,3
depreciar,3
depreciació,3
depredar,3
depredació,3
depredador,2
depressió,2
depressiu,3
depressor,3
deprimir,3
depriment,2
depuradora,2
depurar,2
depuració,2
depurador,3
derbi,2
dèria,2
deriva,2
a,1
deriva,2
derivació,2
en,1
en,1
derivada,2
derivar,2
derivant,3
derivat,2
derivatiu,3
derma,3
dermatitis,3
dermatoesquelet,3
dermatòleg,3
dermatologia,3
dermatològic,3
dermatosi,3
dermis,3
dèrmic,3
dermopatia,3
derogar,2
derogació,2
derogatori,3
derrama,3
derrapar,3
derrapada,3
derrapatge,3
derroc,3
derrocar,2
derrocament,3
derrota,2
derrotar,2
derrotisme,3
derrotista,3
derruir,3
dervís,3
dervix,3
desabrigar,3
desabrigat,3
desacatar,3
desacatament,3
desaconsellar,3
desacord,2
desacordat,3
desacostumar,3
desacreditar,2
desactivar,2
desafavorir,3
desafectar,3
desafectació,3
desafiador,3
desafiar,2
desafiament,2
desafinar,3
desafinació,3
desafinament,3
desafinat,3
desaforat,3
desafortunat,2
desagradable,2
desagradar,3
desagradós,3
desagraïment,3
desagraït,3
desagreujar,3
desaiguar,3
desallotjar,2
desallotjament,2
desamarrar,3
desamor,3
desamortitzar,3
desànim,3
desanimar,3
desaparèixer,2
desaparició,2
desaparellar,3
desapercebut,2
desapiadat,3
desaprensió,3
desaprensiu,3
desapropiar,3
desaprovar,3
desaprovació,3
desar,3
desarmar,3
desarmament,3
desarmat,3
desarrelament,3
desarrelar,3
desarrelat,3
desarticular,3
desarticulació,3
desastrat,3
desastre,2
desastrós,2
desastrosament,3
desatenció,3
desatendre,3
desautoritzar,3
desautorització,3
desavantatge,2
desavantatjós,3
desballestar,3
desballestament,3
desbancar,3
desbancament,3
desbandada,3
a,1
desbandar,3
desbaratar,3
desbaratament,3
desbarrar,3
desbarrament,3
desbastar,3
desbocar,3
desbocament,3
desbocat,3
desbordar,3
desbordament,3
desbordant,3
desboscar,3
desboscament,3
desbrossadora,3
desbrossar,3
desbrossador,3
desbrossament,3
desca,3
descabdellar,3
descabdellament,3
descabellar,3
descafeïnar,3
descalç,2
descalçar,3
descalçament,3
descalcificador,3
descalcificar,3
descalcificació,3
descamació,3
descamisat,3
descampat,3
descans,2
descansar,2
descansat,3
descansadament,3
descanviar,3
descarar,3
descarat,2
descaradament,3
descargolar,3
descarnar,3
descarnament,3
descarnat,3
descàrrec,3
descàrrega,2
descarregar,2
descarregada,3
descarregador,3
descarrilar,3
descarrilament,3
descartar,2
descasar,3
descastat,3
descavalcar,3
descendència,2
descendir,3
descendent,2
descendiment,3
descens,2
descens,2
descens,2
descensió,3
descentralitzar,3
descentralització,2
descentralitzador,3
descentrar,3
descentrament,3
desclavar,3
desclosa,3
al,1
en,1
descoberta,2
anar,1
descobrir,2
descobridor,3
descobriment,2
descodificador,3
descodificar,3
descodificació,3
descollar,3
descolonitzar,3
descolonització,3
descolorar,3
descolorir,3
descoloriment,3
descompartir,3
descompensació,3
descompensar,3
descompondre,3
descomponible,3
descomposició,2
descomprimir,3
descompressió,3
descomptar,3
donar,1
per,1
descompte,2
descomunal,2
desconcert,2
desconcertar,3
desconcertador,3
desconcertant,2
desconegut,2
desconèixer,3
desconeixedor,3
desconeixement,2
desconeixença,3
desconfiança,2
desconfiar,3
desconfiat,3
desconfiadament,3
descongestionar,3
descongestió,3
descongestiu,3
desconjuntar,3
desconnectador,3
desconsol,3
desconsolació,3
desconsolar,3
desconsoladament,3
desconsolador,3
desconstrucció,3
desconstruir,3
descontentament,2
descontrolar,3
desconvocar,3
descoratjament,3
descoratjar,3
descoratjador,3
descordar,3
descordat,3
descórrer,3
descosir,3
descosit,3
pels,1
descregut,3
descremar,3
descremat,3
descriptor,3
descriure,2
descripció,2
descriptiu,2
descuidar,3
descuit,3
descuidat,2
descurança,3
descurar,3
descurat,3
desdejunar,3
desdejuni,2
desdentegat,3
desdeny,3
desdenyar,3
desdenyós,3
desdenyosament,3
desdibuixar,3
desdibuixament,3
desdinerar,3
desdir,3
a,1
desdoblar,3
desdoblament,2
deseixir,3
deseixit,3
desembaràs,3
desembarassar,3
desembarcador,3
desembarcar,2
desembarcament,2
desembeinar,3
desembocadura,2
desembocar,2
desemborsar,3
desemborsament,3
desemboscar,3
desembossar,3
desembre,1
desembutxacar,3
desemmascarar,2
desemmotllar,3
desempallegar,3
desempaquetar,3
desemparar,3
desemparament,3
desemparança,3
desemparat,3
desempatar,3
desempat,3
desempenyorar,3
desena,2
desencadenar,2
desencadenament,3
desencaixar,3
desencallar,3
desencaminar,3
desencantar,3
desencant,3
desencantament,3
desencauar,3
desencisar,3
desencís,2
desencolar,3
desencoratjar,3
desendollar,3
desenes,2
desenfocar,3
desenfrenar,3
desenfrenament,3
desenfrenat,3
desenfrenadament,3
desengan,3
desenganar,3
desenganxar,3
desenganyar,3
desengany,3
desengrapadora,3
desengreixar,3
desenllaç,2
desenllaçar,3
desenrotllar,3
desenrotllable,3
desenrotllament,3
desentendre,3
fer,1
desenterrar,3
desenterrament,3
desentonar,3
desentranyar,3
desentrenat,3
desenvolupar,2
desenvolupable,3
desenvolupament,1
desequilibrat,3
desertar,2
deserció,3
desertor,3
desèrtic,3
desertificació,3
desertitzar,3
desertització,3
desesma,3
desesper,3
desesperació,2
desesperança,2
desesperançar,3
desesperançador,3
desesperar,3
desesperador,3
desesperant,3
desesperat,2
a,1
desesperadament,2
desestabilitzar,2
desestimable,3
desestimar,2
desestimació,3
desfalcar,3
desfalc,3
desfalcament,3
desfasament,3
desfasar,3
desfasat,3
desfavorir,3
desfer,2
desfer,2
desfermar,3
desfermat,3
desferra,3
desferrar,3
desfet,2
desfeta,2
desfibril·lació,3
desfibril·lador,3
desficaci,3
desfici,3
desficiar,3
desficiós,3
desfigurar,3
desfiguració,3
desfilar,2
desfilada,2
desflorar,3
desfogar,3
desfogament,3
desforestar,3
desforestació,2
desfrès,3
desfullar,3
desganat,3
desgastar,3
desgast,2
desgastador,3
desgavell,2
desgavellar,3
desgel,3
desgelar,3
desglaç,2
desglaçar,3
desglaçament,3
desglaciació,3
desglossar,3
desglossament,3
desgovernar,3
desgovern,3
desgràcia,2
desgràcia,2
per,1
desgraciadament,2
desgraciar,3
desgraciat,2
desgranar,3
desgrapadora,3
desgrat,3
a,1
a,1
desgravar,3
desgravació,3
desgreixar,3
desgreuge,3
desgruixar,3
desguàs,3
desguassar,3
deshabituar,3
desherbant,3
desheretar,3
desheretament,3
desheretat,3
deshidratar,3
deshidratació,2
deshidratant,3
deshonestedat,3
deshonor,3
deshonorar,3
deshonorant,3
deshonra,3
deshonrar,3
deshonrós,3
deshora,3
a,1
deshumanitzar,3
deshumanització,3
deshumanitzador,3
desideratiu,3
desideràtum,3
desídia,3
desidiós,3
desig,2
designació,2
designar,2
designador,3
designatiu,3
designi,3
desigual,2
desigualtat,2
desil·lusionar,3
desil·lusió,3
desimbolt,3
desimboltura,3
desinència,3
desinfectar,3
desinfecció,3
desinflar,3
desinflament,3
desinformació,2
desinformar,3
desinhibir,3
desinsectar,3
desinsectació,3
desintegrar,3
desintegració,2
desintegrador,3
desinteressar,3
desinteressament,3
desintoxicar,3
desintoxicació,3
desistir,3
desistiment,3
desitjable,2
desitjar,2
deixar,1
desitjós,3
deslletar,3
deslletament,3
deslligar,2
deslligar,2
deslligament,3
deslliurament,3
deslliurar,3
deslliurador,3
deslliurança,3
desllogar,3
desllorigador,3
desllorigar,3
desllorigament,3
deslluir,3
desmai,3
desmaiar,3
desmaiat,3
desmallar,3
desmamar,3
desmanegament,3
desmanegar,3
desmanegat,3
desmantellar,2
desmantellament,2
desmanyotat,3
desmaquillar,3
desmarcar,3
desmarxat,3
desmembrar,3
desmembrament,3
desmemoriat,3
desmenjat,3
desmenjament,3
desmentir,2
desmentiment,3
desmerèixer,3
desmèrit,3
desmesura,3
desmesurat,3
desmesuradament,3
desmilitaritzar,3
desmillorar,3
desmillorament,3
desmitificar,3
desmitificació,3
desmoralitzar,3
desmoralització,3
desmoralitzador,3
desmotivar,3
desmunt,3
desmuntar,2
desmuntable,3
desnatar,3
desnatat,3
desnaturalitzar,3
desnaturalització,3
desnaturalitzat,3
desnerit,3
desniar,3
desnierar,3
desnivell,2
desnivellat,3
desnodrir,3
desnonar,3
desnonament,2
desnuar,3
desnucar,3
desnutrició,2
desobediència,2
desobediència,2
desobeir,2
desobedient,3
desocupació,2
desocupar,3
desocupat,3
desodorar,3
desodoritzar,3
desoir,3
desolació,2
desolar,3
desolador,3
desolat,2
desoladament,3
desorbitar,3
desorbitat,3
desorde,3
desordenar,3
desordenat,3
desordenadament,3
desordre,2
desorganització,3
desorganitzar,3
desori,3
desorientació,2
desorientar,3
desorientador,3
desossar,3
despacientar,3
despanyar,3
desparar,3
despassar,3
despatx,2
despatxar,3
despectiu,3
despectivament,3
despenalitzar,3
despenalització,2
despendre,3
despenjar,3
despentinar,3
despenyar,3
desperfecte,3
despersonalitzar,3
despersonalització,3
despersonalitzador,3
despert,2
despertador,2
despertar,2
despertada,3
despertament,3
despesa,2
a,1
despietadament,3
despietat,3
despintar,3
despistar,2
despistat,2
despit,3
a,1
despitar,3
desplaçar,2
desplaçament,2
desplaçat,2
desplaença,3
desplaent,3
desplaer,3
desplaure,3
desplegar,2
desplegable,3
desplegament,2
desplom,3
desplomar,2
despoblar,3
despoblació,3
despoblament,3
despopar,3
desposseir,3
despossessió,3
despòtic,3
despòticament,3
despotisme,3
desprendre,3
despreniment,2
despreocupació,3
despreocupar,3
despreocupat,3
desprès,2
després,1
desprestigiar,3
desprestigi,3
desprevingut,3
desproporció,3
desproporcionat,2
desproporcionadament,3
despropòsit,3
desprotegit,3
desproveir,3
despulla,2
despullar,3
despullament,3
despullat,2
despuntar,3
desqualificar,3
desqualificació,3
desraó,3
desratitzar,3
desratització,3
desrovellar,3
dessabeït,3
dessaborit,3
dessagnar,3
dessagnament,3
dessalar,3
dessalinitzadora,3
dessalinitzar,3
dessalinització,3
dessalinitzador,3
dessecament,3
dessecar,3
dessecació,3
dessecant,3
dessobre,3
dessota,3
dessuadora,3
dessuar,3
destacable,2
destacament,2
destacar,2
destapar,2
destarotar,3
destemps,3
a,1
destensar,3
destenyir,3
desterrar,2
desterrament,3
desterrossar,3
destesar,3
desteular,3
destí,2
destil·lar,3
destil·lació,3
destil·lador,3
destil·lat,3
destil·leria,3
destinació,2
destinar,2
destinat,2
destinatari,2
destituir,2
destitució,2
destituït,2
destorb,3
destorbar,3
destorbador,3
destral,2
destralada,3
destralejar,3
destraló,3
destre,3
destrament,3
destresa,2
destret,3
destriar,3
destriable,3
destriador,3
destriament,3
indestriable,3
destronar,3
destronament,3
destrossar,2
destrossa,2
destructiu,2
destruir,2
destrucció,2
destructible,3
destructor,2
indestructible,3
desuetud,3
desús,2
desvagament,3
desvagat,3
desvalgut,3
desvalisar,3
desvalorar,3
desvaloració,3
desvariar,3
desvariejar,3
desvari,3
desvelar,3
desventura,3
desventurat,3
desvergonyiment,3
desvergonyir,3
desvergonyit,3
desvergonyidament,3
desvestir,3
desvetllament,3
desvetllar,2
desvetllador,3
desvetllat,3
desviació,2
desviar,2
desviable,3
desviador,3
desviament,2
desvirgar,3
desvirtuar,3
desviure,3
desxifrar,2
desxifrador,3
desxiframent,3
indesxifrable,3
detall,2
al,1
al,1
en,1
detalladament,2
detallar,2
detallat,2
detallisme,3
detectar,2
detecció,2
detector,2
detectiu,2
detectivesc,3
detenir,2
detenció,2
deteniment,3
detentor,3
deteriorar,2
deterioració,3
deteriorament,2
determinació,2
indeterminació,3
determinar,2
determinant,2
determinatiu,3
determini,3
determinisme,3
determinista,3
detestable,3
detestar,3
detingut,2
detingudament,2
detonació,3
detonador,3
detonant,2
detonar,3
detractar,3
detractor,3
detriment,2
detrit,3
detrític,3
detritus,3
deturar,3
indeturable,3
com,1
de,1
Déu,1
Déu,1
per,1
tot,1
deumesó,3
degut,2
deutor,3
deute,2
deute,2
deute,2
deute,2
deuteri,3
devaluar,3
devaluació,3
devastar,3
devastació,2
devastador,2
deverbal,3
devers,3
devesa,2
devessall,3
devoció,2
devocionari,3
devolució,2
devonià,3
devora,2
devorar,3
devorar,3
devorador,3
devot,2
devotament,3
dextrosa,3
dha,3
dhal,3
dia,1
a,1
a,1
a,1
a,1
al,1
al,1
amb,1
bon,1
darrers,2
de,1
de,1
del,1
dia,1
dia,1
dia,1
dia,1
dia,1
dia,1
dia,1
dia,1
dia,1
dia,1
dia,1
en,1
fer,1
tenir,1
tot,1
diabètic,3
diabetis,2
diabetis,2
diable,2
pobre,2
que,1
diableria,3
diablessa,3
diabló,3
diabòlic,3
diabòlicament,3
diàbolo,3
diaca,3
diaconal,3
diaconat,3
diacronia,3
diacrònic,3
diada,2
diadema,3
diàfan,3
diafanitat,3
diafragma,2
diafragmàtic,3
diagnosi,2
diagnosticar,2
diagnòstic,2
diagonalment,3
diagrama,2
dial,3
dialectalisme,3
dialecte,2
dialectal,2
dialècticament,3
dialèctica,2
dialectòleg,3
dialectologia,3
dialectològic,3
diàleg,2
diàlisi,3
dialogant,3
dialogar,2
dialogista,3
diamant,2
diamantí,3
diamantífer,3
diamantista,3
diametralment,3
diàmetre,2
diana,2
fer,1
diantre,3
diapasó,3
diapositiva,3
diàriament,2
diarrea,2
diarreic,3
diàspora,2
diàstole,3
diastòlic,3
diastre,3
diatòmic,3
diatònic,3
diatòpic,3
diatriba,3
dibuix,2
dibuix,2
dibuixos,2
dibuixant,2
dibuixar,2
dic,2
dic,2
dicció,3
diccionari,2
dicotiledoni,3
dicotiledònia,3
dicotomia,3
dicotòmic,3
dictador,2
dictadura,2
dictàfon,3
dictamen,2
dictaminar,2
dictar,2
dictat,2
dictatorial,2
dictatorialment,3
dicteri,3
dictiòpter,3
dida,3
didàctic,2
didàctica,2
didàcticament,3
didal,3
didalera,3
didot,3
diencèfal,3
dienda,3
dièresi,3
diesi,3
dieta,2
dietètic,3
dietari,2
dietètica,3
dietista,3
difamar,3
difamació,2
difamador,3
difamatori,3
diferència,2
a,1
diferenciar,2
diferenciable,3
diferenciació,2
diferenciador,3
diferentment,3
diferents,1
diferir,3
diferible,3
diferit,3
en,1
en,1
difícil,1
difícilment,2
dificultar,3
dificultat,2
dificultós,3
difondre,2
difusor,3
diftèria,3
diftèric,3
diftong,3
diftong,3
diftong,3
diftongar,3
diftongació,3
difuminar,3
difunt,2
difús,3
difusament,3
difusió,2
digerir,2
digerible,3
digestible,3
digestió,2
dígit,3
digitació,3
digitalitzar,2
digitalització,2
digitat,3
digitígrad,3
diglòssia,3
dignar,3
dignació,3
dignatari,3
digne,2
dignament,2
indigne,2
dignificar,3
dignificació,3
dignitat,2
dígraf,3
digrama,3
digressió,3
dijous,2
dijous,2
dijous,2
dilació,3
dilapidar,3
dilapidació,3
dilapidador,3
dilatar,3
dilatabilitat,3
dilatable,3
dilatació,2
dilatador,3
dilatat,3
dilatori,3
dilecció,3
dilecte,3
dilema,2
diletant,3
diletantisme,3
diligència,2
diligència,2
diligenciar,3
diligent,3
dilluns,2
dilucidar,3
dilucidació,3
diluir,3
dilució,3
diluvi,2
diluvi,2
diluvià,3
diluviar,3
dimanar,3
dimarts,2
dimecres,2
dimecres,2
dimensió,2
dimensional,3
dimensionar,3
diminut,3
dimissionari,3
dimitir,2
dimissió,2
dimitent,3
dimoni,2
com,1
de,1
dimoni,2
dimorfisme,3
dimorfisme,3
dina,2
dinada,3
dinàmic,2
dinàmicament,3
dinamisme,2
dinàmica,2
dinamita,2
dinamitar,3
dinamiter,3
dinamitzar,3
dinamització,2
dinamitzador,3
dinamo,3
dinamòmetre,3
dinastia,2
dinàstic,3
dindi,3
diner,2
dinerari,3
dineral,3
dingo,3
dinosaure,2
dinyar,3
diòcesi,2
diocesà,2
díode,3
dioic,3
dionisíac,3
diòptria,3
diorama,3
diòxid,2
diòxid,2
diplodoc,3
diplodocus,3
diploma,2
diplomàcia,2
diplomar,3
diplomat,3
diplomàticament,3
diplomàtica,2
diplomatura,3
dipòsit,2
dipòsit,2
dipòsit,2
dipòsit,2
dipositant,3
dipositar,2
dipositari,3
díptic,2
diputació,2
diputació,2
diputació,2
diputat,2
a,1
com,1
de,1
dic,2
dir,1
dir,1
dir,1
dir,1
dir,1
dit,1
el,1
en,1
és,1
no,1
no,1
no,1
no,1
sense,1
sense,1
tal,1
ésser,2
direcció,1
direccional,3
en,1
en,1
directament,2
directiva,2
director,1
directori,2
directriu,3
dírham,3
dirigent,2
dirigible,3
dirigir,2
dirigisme,3
dirigista,3
dirimir,3
diriment,3
disbarat,2
disbauxa,2
disbauxar,3
disbauxat,3
disc,2
disc,2
disc,2
disc,2
disc,2
discal,3
discent,3
discerniment,3
discernir,3
discernible,3
disciplina,2
indisciplina,3
disciplinar,3
disciplinari,3
discjòquei,3
discografia,3
discogràfic,2
discogràfica,2
discoidal,3
discoide,3
díscol,3
discordança,3
discordant,3
discordar,3
discorde,3
discòrdia,2
discórrer,3
discoteca,2
discreció,2
a,1
a,1
discrecional,3
discrecionalitat,3
discrepar,2
discrepància,2
discrepant,3
discret,2
discretament,2
discriminar,3
discriminació,2
discriminatori,3
disculpa,2
disculpable,3
disculpar,2
discurs,2
discurs,2
discurs,2
discursejar,3
discursiu,3
discutible,3
discutidor,3
discutir,2
discussió,2
disenteria,3
disentèric,3
disfàgia,3
disfòria,3
disfressa,2
disfressar,2
disfunció,2
disgregar,3
disgregació,3
disgust,2
disgustar,3
disil·làbic,3
disjunció,3
disjuntiu,3
disjuntiva,3
dislèctic,3
dislèxia,3
dislocació,3
dislocar,3
dismenorrea,3
disminuir,2
disminució,2
disminuït,2
dispar,3
disparador,3
disparar,2
disparat,2
disparitat,3
dispendi,3
dispendiós,3
dispensa,3
dispensar,3
dispensable,3
dispensació,3
dispensador,3
dispensari,3
dispèpsia,3
dispèptic,3
dispers,2
dispersar,2
dispersió,2
dispesa,3
a,1
dispeser,3
displicent,3
displicència,3
dispnea,3
dispneic,3
disposar,2
disponibilitat,2
disponible,2
disposició,2
dispositiu,2
dispost,3
disprosi,3
disputar,2
disputa,2
disquet,3
disquetera,3
disquisició,3
dissabte,1
fer,1
dissecador,3
dissecar,3
dissecació,3
disseccionar,3
dissecció,3
dissemblança,3
dissemblant,3
disseminar,3
disseminació,3
dissensió,3
dissentir,3
dissentiment,3
disseny,2
disseny,2
disseny,2
dissenyador,2
dissenyar,2
dissertant,3
dissertar,3
dissertació,3
dissidència,2
dissident,2
dissimilació,3
dissimilitud,3
dissimular,2
dissimulació,3
dissimulat,3
fer,1
dissimuladament,3
dissipació,3
dissipar,3
dissipat,3
dissociar,3
dissociable,3
dissociació,3
indissociable,3
dissoldre,2
dissoluble,3
indissolubilitat,3
indissoluble,3
dissolució,2
dissolut,3
dissonància,3
dissonar,3
dissonant,3
dissort,3
dissortadament,3
dissortat,3
dissuadir,2
dissuasió,3
dissuasiu,3
distal,3
distància,2
a,1
a,1
distància,2
distància,2
distanciar,2
distanciació,3
distanciament,2
distant,2
distar,3
distendre,3
distensió,3
distès,3
dístic,3
distinció,2
distingir,2
distingible,3
indistingible,3
distingit,2
distint,3
distintament,3
distòcia,3
distòcic,3
distopia,3
distorsionar,3
distorsió,2
distracció,2
distret,3
distretament,3
distreure,2
distribució,2
distribuïdora,3
distribuir,2
distribuïdor,2
distributiu,3
districte,2
distròfia,3
distròfic,3
disturbi,3
disúria,3
dit,1
a,1
amb,1
dit,1
dit,1
dit,1
dit,1
dit,1
dit,1
dit,1
dit,1
tenir,1
tenir,1
tenir,1
dita,2
ditada,3
ditirambe,3
ditiràmbic,3
diumenge,1
diumenge,1
diüresi,3
diürn,3
divagar,3
divagació,3
divagador,3
divan,3
divendres,1
divendres,1
divergir,3
divergència,3
divergent,3
diversificar,2
diversificació,3
diversió,2
diversitat,2
divertiment,3
divertir,2
divertit,2
diví,2
divinament,3
dividend,3
dividir,2
divisori,3
divinal,3
divinitat,2
divinitzar,3
divinització,3
divisa,3
divisible,3
indivisibilitat,3
indivisible,3
divisió,2
divisionari,3
divisor,3
divisor,3
divo,3
divorci,2
divorciar,2
divorciat,3
divorcista,3
divulgador,3
divulgar,2
divulgació,2
divulgatiu,3
dixi,3
do,2
do,2
do,2
doblador,3
doblar,2
doblatge,2
en,1
doblec,3
doblegar,2
doblegament,3
doblement,2
dobler,3
doc,2
docència,2
docent,2
dòcil,3
docilitat,3
dòcilment,3
indòcil,3
indocilitat,3
docte,3
doctament,3
indocte,3
doctor,2
doctor,2
doctoral,2
doctorand,3
doctorar,3
doctorat,2
doctrina,2
doctrinal,3
doctrinalment,3
doctrinari,3
doctrinarisme,3
document,2
document,2
document,2
documentació,2
documentalment,3
documentalisme,3
documentalista,3
documentar,2
dodecaedre,3
dodecàedre,3
dodecàgon,3
dodecagonal,3
dodecasil·làbic,3
dodecatònic,3
dodecatonisme,3
dofí,2
dofinera,3
doga,3
dogal,3
amb,1
posar,1
dogma,2
dogmàtic,3
dogmatisme,3
dogmatitzar,3
doina,3
en,1
dojo,2
a,1
dol,2
dòlar,2
dolç,2
dolçament,3
dolcesa,3
dolçor,2
dolçaina,2
dolçainer,3
dolcejar,3
dolcenc,3
doldre,3
dolença,3
dolent,2
dolent,2
dolenteria,3
dolentia,3
dolicocèfal,3
doll,3
a,1
dolmen,3
dolor,2
dolorejar,3
dolorit,3
dolorós,2
dolorosament,3
dolós,3
domador,3
domar,3
doma,3
indomable,3
domàs,3
domesticar,3
domesticable,3
domesticació,3
domesticitat,3
domicili,2
a,1
a,1
domiciliar,3
domiciliació,3
domiciliari,2
dominar,2
dominació,2
dominador,3
domini,2
del,1
domini,2
domini,2
domini,2
dominic,3
dominicà,3
domínica,3
dominical,2
dominiquès,3
dominó,3
fer,1
dòmino,2
fer,1
domòtica,3
domtar,3
indomtable,3
dona,1
dona,1
dona,1
dona,1
dona,1
donada,2
donam,3
donar,1
donar,1
no,1
no,1
per,1
donació,2
donador,3
donant,2
donassa,3
donat,1
donatiu,2
doncs,1
si,1
doner,3
doneta,3
donívol,3
donostiarra,3
donzella,2
dopar,3
dopatge,3
dorada,3
dorca,3
dòric,3
dorment,3
dormidor,3
dormilec,3
dormir,2
deixar,1
dormir,2
dormir,2
dormir,2
dormir,2
dormir,2
dormir,2
dormir,2
dormir,2
dormir,2
dormir,2
dormir,2
dormir,2
dormir,2
dormida,3
dormisquejar,3
dormitar,3
dormitori,2
dors,3
dorsal,2
cada,1
dosatge,3
doset,3
dosi,2
dosificador,3
dosificar,3
dosificació,3
dospeus,3
dosser,3
dosseret,3
dossier,2
dossier,2
dot,2
dotal,3
dotació,2
dotació,2
dotar,2
dotzavat,3
dotzena,2
dotzena,2
dovella,3
dovellat,3
doxologia,3
drac,2
dracma,3
draconià,3
draga,3
dragalina,3
dragamines,3
dragar,3
dragatge,3
dragea,3
dragó,2
dragó,2
drago,3
drama,2
dramàtic,2
dramàticament,3
dramatisme,2
dramatitzar,3
dramatització,3
dramaturg,2
dramatúrgia,3
drap,2
a,1
deixar,1
draper,3
drapaire,3
draperia,3
drassana,3
dràstic,3
dreçar,3
dreçar,3
drecera,2
fer,1
drenar,3
drenatge,2
a,1
de,1
dret,1
pel,1
dretament,3
de,1
de,1
de,1
del,1
dret,1
dret,1
dret,1
dret,1
drets,1
drets,1
ple,1
dretà,3
dreta,1
de,1
extrema,2
dretanitzar,3
dretcient,3
a,1
dretura,3
dreturer,3
dreturerament,3
driblar,3
driblatge,3
dring,3
dringadís,3
dringadissa,3
dringar,3
dríngola,3
dringuejar,3
drissa,3
droga,2
drogar,3
drogoaddicció,3
drogoaddicte,3
drogodependència,3
drogodependent,3
droguer,3
drogueria,3
dromedari,3
dron,2
dropejar,3
dropo,3
fer,1
droperia,3
dròpol,3
fer,1
dròsera,3
droseràcia,3
druida,3
druídic,3
druïdessa,3
druïdisme,3
drupa,3
drupaci,3
drupèola,3
dual,2
dualisme,3
dualista,3
dualístic,3
dualitat,2
duana,2
duaner,3
dubitació,3
dubitatiu,3
dublinès,3
dubtar,2
indubtable,3
dubte,1
sens,2
dubtós,2
ducal,3
ducat,2
dúctil,3
ductilitat,3
duel,2
duelista,3
dues,1
duet,2
dugong,3
dula,3
a,1
dulciaqüícola,3
dulcificar,3
duma,2
dúmper,3
duna,2
dunar,3
duo,2
duodè,3
duodenal,3
duodecimal,3
dúplex,3
duplicar,2
per,1
duplicació,3
duplicat,2
duplicitat,3
duquessa,2
dur,1
dur,1
dur,1
durament,2
duresa,2
dur,1
dur,1
dur,1
dur,1
dur,1
dur,1
dur,1
dur,1
dur,1
dur,1
dur,1
dur,1
dur,1
dur,1
dur,1
dur,1
duta,2
durable,3
durabilitat,3
duració,2
durada,2
duralumini,3
duramàter,3
duramen,3
durant,1
durar,2
durador,3
duratiu,3
durbec,3
durícia,3
duro,2
ni,1
quatre,1
dutxa,2
dutxa,2
dutxar,2
dux,2
e,1
eben,3
ebenàcia,3
ebenista,3
ebenisteria,3
ebonita,3
ebrenc,3
ebri,2
ebrietat,3
ebullició,2
eburni,3
ec,2
eccehomo,3
fet,1
eclèctic,2
eclecticisme,3
eclesiàsticament,3
eclipsar,3
eclipsament,3
eclipsi,2
eclíptica,3
eclíptic,3
eclosió,3
eco,2
ecografia,3
ecòleg,3
ecologia,2
ecològic,2
ecologisme,2
ecologista,2
economat,3
economia,1
economia,1
economia,1
economia,1
econòmic,2
econòmicament,2
economista,2
economitzar,3
ecosistema,2
ecotoxicologia,3
ecs,3
ectoplasma,3
ecumènic,3
ecumenisme,3
ecumenista,3
èczema,3
eczematós,3
edafòleg,3
edafologia,3
edat,1
de,1
edat,1
edat,1
edat,1
tercera,2
edatisme,3
edatista,3
edelweiss,3
edema,3
edematós,3
edèn,3
edènic,3
edició,1
editorial,2
edicle,3
edicte,2
edícula,3
edificació,2
edificar,2
edificable,3
edificador,3
edificant,3
edifici,1
edil,3
edilici,3
editar,2
editor,2
reeditar,2
editora,2
editorialista,3
edredó,3
educació,1
educació,1
